ID_NO,Name_en,Region,Country,Location,Date_inscribed,Danger,Endangered Year,ÿDate_end,ÿCategory,ÿCriterion
230,Desembarco del Granma National Park,Latin America and the Caribbean,Cuba,Wiltshire,1999,0,,,Natural,(vii)(viii)
231,Archaeological Landscape of the First Coffee Plantations in the South-East of Cuba,Latin America and the Caribbean,Cuba,Uttar Pradesh,2000,0,,,Cultural,(iii)(iv)
232,Urban Historic Centre of Cienfuegos,Latin America and the Caribbean,Cuba,Bangkok,2005,0,,,Cultural,(ii)(iv)
233,Historic Centre of Camagey,Latin America and the Caribbean,Cuba,Agra,2008,0,,,Cultural,(iv)(v)
234,Paphos,Europe and North America,Cyprus,Giza,1980,0,,,Cultural,(iii)(vi)
235,Painted Churches in the Troodos Region,Europe and North America,Cyprus,Madhya Pradesh,1985,0,,,Cultural,(ii)(iii)(iv)
236,Choirokoitia,Europe and North America,Cyprus,Queensland,1998,0,,,Cultural,(ii)(iii)(iv)
237,Historic Centre of Prague,Europe and North America,Czechia,Wiltshire,1992,0,,,Cultural,(ii)(iv)(vi)
238,Historic Centre of ?esk? Krumlov,Europe and North America,Czechia,Arizona,1992,0,,,Cultural,(iv)
239,Historic Centre of Tel?,Europe and North America,Czechia,Wiltshire,1992,0,,,Cultural,(i)(iv)
240,Pilgrimage Church of St John of Nepomuk at Zelen  Hora,Europe and North America,Czechia,Wiltshire,1994,0,,,Cultural,(iv)
241,Kutn  Hora: Historical Town Centre with the Church of St Barbara and the Cathedral of Our Lady at Sedlec,Europe and North America,Czechia,Giza,1995,0,,,Cultural,(ii)(iv)
242,Lednice-Valtice Cultural Landscape,Europe and North America,Czechia,Tokyo,1996,0,,,Cultural,(i)(ii)(iv)
243,Holy Trinity Column in Olomouc,Europe and North America,Czechia,Tokyo,2000,0,,,Cultural,(i)(iv)
244,Gardens and Castle at Krom??¡?,Europe and North America,Czechia,Tokyo,1998,0,,,Cultural,(ii)(iv)
245,Hola?ovice Historic Village,Europe and North America,Czechia,Tokyo,1998,0,,,Cultural,(ii)(iv)
246,Litomy?l Castle,Europe and North America,Czechia,Tokyo,1999,0,,,Cultural,(ii)(iv)
247,Tugendhat Villa in Brno,Europe and North America,Czechia,Cusco,2001,0,,,Cultural,(ii)(iv)
248,Jewish Quarter and St Procopius' Basilica in T?eb¡?,Europe and North America,Czechia,Uttar Pradesh,2003,0,,,Cultural,(ii)(iii)
249,Landscape for Breeding and Training of Ceremonial Carriage Horses at Kladruby nad Labem,Europe and North America,Czechia,Athens,2019,0,,,Cultural,(iv)(v)
250,Complex of Koguryo Tombs,Asia and the Pacific,Democratic People's Republic of Korea,Agra,2004,0,,,Cultural,(i)(ii)(iii)(iv)
251,Historic Monuments and Sites in Kaesong,Asia and the Pacific,Democratic People's Republic of Korea,Agra,2013,0,,,Cultural,(ii)(iii)
252,Virunga National Park,Africa,Democratic Republic of the Congo,Cusco,1979,1,Y 1994,,Natural,(vii)(viii)(x)
253,Garamba National Park,Africa,Democratic Republic of the Congo,Madhya Pradesh,1980,1,Y 1996 P 1984-1992,1992,Natural,(vii)(x)
254,Kahuzi-Biega National Park,Africa,Democratic Republic of the Congo,Wiltshire,1980,1,Y 1997,,Natural,(x)
255,Salonga National Park,Africa,Democratic Republic of the Congo,Madhya Pradesh,1984,1,Y 1999,,Natural,(vii)(ix)
256,Okapi Wildlife Reserve,Africa,Democratic Republic of the Congo,Delhi,1996,1,Y 1997,,Natural,(x)
257,Roskilde Cathedral,Europe and North America,Denmark,Wiltshire,1995,0,,,Cultural,(ii)(iv)
258,Kronborg Castle,Europe and North America,Denmark,Athens,2000,0,,,Cultural,(iv)
259,"Jelling Mounds, Runic Stones and Church",Europe and North America,Denmark,Agra,1994,0,,,Cultural,(iii)
260,Ilulissat Icefjord,Europe and North America,Denmark,Wiltshire,2004,0,,,Natural,(vii)(viii)
261,Stevns Klint,Europe and North America,Denmark,Tokyo,2014,0,,,Natural,(viii)
262,"Christiansfeld, a Moravian Church Settlement",Europe and North America,Denmark,Queensland,2015,0,,,Cultural,(iii)(iv)
263,The par force hunting landscape in North Zealand,Europe and North America,Denmark,Tokyo,2015,0,,,Cultural,(ii)(iv)
264,Kujataa Greenland: Norse and Inuit Farming at the Edge of the Ice Cap,Europe and North America,Denmark,Arizona,2017,0,,,Cultural,(v)
265,Aasivissuit ? Nipisat. Inuit Hunting Ground between Ice and Sea,Europe and North America,Denmark,Delhi,2018,0,,,Cultural,(v)
266,Morne Trois Pitons National Park,Latin America and the Caribbean,Dominica,Giza,1997,0,,,Natural,(viii)(x)
267,Colonial City of Santo Domingo,Latin America and the Caribbean,Dominican Republic,Athens,1990,0,,,Cultural,(ii)(iv)(vi)
268,Gal pagos Islands,Latin America and the Caribbean,Ecuador,Cusco,1978,0,P 2007-2010,2010,Natural,(vii)(viii)(ix)(x)
269,City of Quito,Latin America and the Caribbean,Ecuador,Athens,1978,0,,,Cultural,(ii)(iv)
270,Sangay National Park,Latin America and the Caribbean,Ecuador,Tokyo,1983,0,P 1992-2005,2005,Natural,(vii)(viii)(ix)(x)
271,Historic Centre of Santa Ana de los R¡os de Cuenca,Latin America and the Caribbean,Ecuador,Cusco,1999,0,,,Cultural,(ii)(iv)(v)
272,Memphis and its Necropolis ? the Pyramid Fields from Giza to Dahshur,Arab States,Egypt,Queensland,1979,0,,,Cultural,(i)(iii)(vi)
273,Ancient Thebes with its Necropolis,Arab States,Egypt,Queensland,1979,0,,,Cultural,(i)(iii)(vi)
274,Nubian Monuments from Abu Simbel to Philae,Arab States,Egypt,Uttar Pradesh,1979,0,,,Cultural,(i)(iii)(vi)
275,Historic Cairo,Arab States,Egypt,Uttar Pradesh,1979,0,,,Cultural,(i)(v)(vi)
276,Abu Mena,Arab States,Egypt,Athens,1979,1,Y 2001,,Cultural,(iv)
277,Saint Catherine Area,Arab States,Egypt,Delhi,2002,0,,,Cultural,(i)(iii)(iv)(vi)
278,Wadi Al-Hitan (Whale Valley),Arab States,Egypt,Athens,2005,0,,,Natural,(viii)
279,Joya de Cer‚n Archaeological Site,Latin America and the Caribbean,El Salvador,Uttar Pradesh,1993,0,,,Cultural,(iii)(iv)
280,Asmara: A Modernist African City,Africa,Eritrea,Agra,2017,0,,,Cultural,(ii)(iv)
281,Historic Centre (Old Town) of Tallinn,Europe and North America,Estonia,Giza,1997,0,,,Cultural,(ii)(iv)
282,Simien National Park,Africa,Ethiopia,Uttar Pradesh,1978,0,P 1996-2017,2017,Natural,(vii)(x)
283,Lower Valley of the Awash,Africa,Ethiopia,Wiltshire,1980,0,,,Cultural,(ii)(iii)(iv)
284,Tiya,Africa,Ethiopia,Agra,1980,0,,,Cultural,(i)(iv)
285,Aksum,Africa,Ethiopia,Delhi,1980,0,,,Cultural,(i)(iv)
286,Lower Valley of the Omo,Africa,Ethiopia,Delhi,1980,0,,,Cultural,(iii)(iv)
287,"Rock-Hewn Churches, Lalibela",Africa,Ethiopia,Bangkok,1978,0,,,Cultural,(i)(ii)(iii)
288,"Fasil Ghebbi, Gondar Region",Africa,Ethiopia,Queensland,1979,0,,,Cultural,(ii)(iii)
289,"Harar Jugol, the Fortified Historic Town",Africa,Ethiopia,Bangkok,2006,0,,,Cultural,(ii)(iii)(iv)(v)
290,Konso Cultural Landscape,Africa,Ethiopia,Madhya Pradesh,2011,0,,,Cultural,(iii)(v)
291,Levuka Historical Port Town,Asia and the Pacific,Fiji,Uttar Pradesh,2013,0,,,Cultural,(ii)(iv)
292,Bronze Age Burial Site of Sammallahdenm„ki,Europe and North America,Finland,Wiltshire,1999,0,,,Cultural,(iii)(iv)
293,Old Rauma,Europe and North America,Finland,Giza,1991,0,,,Cultural,(iv)(v)
294,Fortress of Suomenlinna,Europe and North America,Finland,Giza,1991,0,,,Cultural,(iv)
295,Pet„j„vesi Old Church,Europe and North America,Finland,Ontario,1994,0,,,Cultural,(iv)
296,Verla Groundwood and Board Mill,Europe and North America,Finland,Athens,1996,0,,,Cultural,(iv)
297,Mont-Saint-Michel and its Bay,Europe and North America,France,Delhi,1979,0,,,Cultural,(i)(iii)(vi)
298,Chartres Cathedral,Europe and North America,France,Queensland,1979,0,,,Cultural,(i)(ii)(iv)
299,Palace and Park of Versailles,Europe and North America,France,Athens,1979,0,,,Cultural,(i)(ii)(vi)
300,"V‚zelay, Church and Hill",Europe and North America,France,Cusco,1979,0,,,Cultural,(i)(vi)
301,Prehistoric Sites and Decorated Caves of the V‚zŠre Valley,Europe and North America,France,Athens,1979,0,,,Cultural,(i)(iii)
302,Palace and Park of Fontainebleau,Europe and North America,France,Delhi,1981,0,,,Cultural,(ii)(vi)
303,Amiens Cathedral,Europe and North America,France,Cusco,1981,0,,,Cultural,(i)(ii)
304,"Roman Theatre and its Surroundings and the ""Triumphal Arch"" of Orange",Europe and North America,France,Giza,1981,0,,,Cultural,(iii)(vi)
305,"Arles, Roman and Romanesque Monuments",Europe and North America,France,Athens,1981,0,,,Cultural,(ii)(iv)
306,Cistercian Abbey of Fontenay,Europe and North America,France,Giza,1981,0,,,Cultural,(iv)
307,"From the Great Saltworks of Salins-les-Bains to the Royal Saltworks of Arc-et-Senans, the Production of Open-pan Salt ",Europe and North America,France,Tokyo,1982,0,,,Cultural,(i)(ii)(iv)
308,"Historic Centre of Avignon: Papal Palace, Episcopal Ensemble and Avignon Bridge",Europe and North America,France,Cusco,1995,0,,,Cultural,(i)(ii)(iv)
309,"Place Stanislas, Place de la CarriŠre and Place d'Alliance in Nancy",Europe and North America,France,Agra,1983,0,,,Cultural,(i)(iv)
310,Abbey Church of Saint-Savin sur Gartempe,Europe and North America,France,Agra,1983,0,,,Cultural,(i)(iii)
311,"Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve",Europe and North America,France,Giza,1983,0,,,Natural,(vii)(viii)(x)
312,Pont du Gard (Roman Aqueduct),Europe and North America,France,Ontario,1985,0,,,Cultural,(i)(iii)(iv)
313,Historic Fortified City of Carcassonne,Europe and North America,France,Arizona,1997,0,,,Cultural,(ii)(iv)
314,"Strasbourg, Grande-?le and <em>Neustadt</em>",Europe and North America,France,Arizona,1988,0,,,Cultural,(ii)(iv)
315,"Paris, Banks of the Seine",Europe and North America,France,Queensland,1991,0,,,Cultural,(i)(ii)(iv)
316,"Cathedral of Notre-Dame, Former Abbey of Saint-R‚mi and Palace of Tau, Reims",Europe and North America,France,Bangkok,1991,0,,,Cultural,(i)(ii)(vi)
317,Bourges Cathedral,Europe and North America,France,Cusco,1992,0,,,Cultural,(i)(iv)
318,Canal du Midi,Europe and North America,France,Athens,1996,0,,,Cultural,(i)(ii)(iv)(vi)
319,Routes of Santiago de Compostela in France,Europe and North America,France,Uttar Pradesh,1998,0,,,Cultural,(ii)(iv)(vi)
320,Historic Site of Lyon,Europe and North America,France,Delhi,1998,0,,,Cultural,(ii)(iv)
321,"Provins, Town of Medieval Fairs",Europe and North America,France,Delhi,2001,0,,,Cultural,(ii)(iv)
322,Jurisdiction of Saint-Emilion,Europe and North America,France,Ontario,1999,0,,,Cultural,(iii)(iv)
323,The Loire Valley between Sully-sur-Loire and Chalonnes,Europe and North America,France,Arizona,2000,0,,,Cultural,(i)(ii)(iv)
324,Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,Europe and North America,France,Queensland,2008,0,,,Natural,(vii)(ix)(x)
325,"The Causses and the C‚vennes, Mediterranean agro-pastoral Cultural Landscape",Europe and North America,France,Ontario,2011,0,,,Cultural,(iii)(v)
326,"Le Havre, the City Rebuilt by Auguste Perret",Europe and North America,France,Madhya Pradesh,2005,0,,,Cultural,(ii)(iv)
327,"Bordeaux, Port of the Moon",Europe and North America,France,Madhya Pradesh,2007,0,,,Cultural,(ii)(iv)
328,Fortifications of Vauban,Europe and North America,France,Tokyo,2008,0,,,Cultural,(i)(ii)(iv)
329,"Pitons, cirques and remparts of Reunion Island",Europe and North America,France,Ontario,2010,0,,,Natural,(vii)(x)
330,Episcopal City of Albi,Europe and North America,France,Wiltshire,2010,0,,,Cultural,(iv)(v)
331,Nord-Pas de Calais Mining Basin,Europe and North America,France,Uttar Pradesh,2012,0,,,Cultural,(ii)(iv)(vi)
332,"The Climats, terroirs of Burgundy",Europe and North America,France,Bangkok,2015,0,,,Cultural,(iii)(v)
333,"Decorated Cave of Pont d?Arc, known as Grotte Chauvet-Pont d?Arc, ArdŠche",Europe and North America,France,Agra,2014,0,,,Cultural,(i)(iii)
334,ChaŒne des Puys - Limagne fault tectonic arena,Europe and North America,France,Giza,2018,0,,,Natural,(viii)
335,"Champagne Hillsides, Houses and Cellars",Europe and North America,France,Madhya Pradesh,2015,0,,,Cultural,(iii)(iv)(vi)
336,Taputapu?tea,Europe and North America,France,Queensland,2017,0,,,Cultural,(iii)(iv)(vi)
337,French Austral Lands and Seas,Europe and North America,France,Wiltshire,2019,0,,,Natural,(vii)(ix)(x)
338,Ecosystem and Relict Cultural Landscape of Lop‚-Okanda,Africa,Gabon,Arizona,2007,0,,,Mixed,(iii)(iv)(ix)(x)
339,Kunta Kinteh Island and Related Sites,Africa,Gambia (the),Wiltshire,2003,0,,,Cultural,(iii)(vi)
340,Historical Monuments of Mtskheta,Europe and North America,Georgia,Wiltshire,1994,0,P 2009-2016,2016,Cultural,(iii)(iv)
341,Upper Svaneti,Europe and North America,Georgia,Giza,1996,0,,,Cultural,(iv)(v)
342,Gelati Monastery,Europe and North America,Georgia,Tokyo,1994,0,P 2010-2017,2017,Cultural,(iv)
343,Aachen Cathedral,Europe and North America,Germany,Tokyo,1978,0,,,Cultural,(i)(ii)(iv)(vi)
344,Speyer Cathedral,Europe and North America,Germany,Tokyo,1981,0,,,Cultural,(ii)
345,Wrzburg Residence with the Court Gardens and Residence Square,Europe and North America,Germany,Tokyo,1981,0,,,Cultural,(i)(iv)
346,St Mary's Cathedral and St Michael's Church at Hildesheim,Europe and North America,Germany,Tokyo,1985,0,,,Cultural,(i)(ii)(iii)
347,Pilgrimage Church of Wies,Europe and North America,Germany,Cusco,1983,0,,,Cultural,(i)(iii)
348,Hanseatic City of Lbeck,Europe and North America,Germany,Uttar Pradesh,1987,0,,,Cultural,(iv)
349,Castles of Augustusburg and Falkenlust at Brhl,Europe and North America,Germany,Athens,1984,0,,,Cultural,(ii)(iv)
350,Cologne Cathedral,Europe and North America,Germany,Agra,1996,0,P 2004-2006,2006,Cultural,(i)(ii)(iv)
351,"Roman Monuments, Cathedral of St Peter and Church of Our Lady in Trier",Europe and North America,Germany,Agra,1986,0,,,Cultural,(i)(iii)(iv)(vi)
352,Abbey and Altenmnster of Lorsch,Europe and North America,Germany,Cusco,1991,0,,,Cultural,(iii)(iv)
353,Palaces and Parks of Potsdam and Berlin,Europe and North America,Germany,Madhya Pradesh,1990,0,,,Cultural,(i)(ii)(iv)
354,Garden Kingdom of Dessau-W”rlitz,Europe and North America,Germany,Wiltshire,2000,0,,,Cultural,(ii)(iv)
355,"Collegiate Church, Castle and Old Town of Quedlinburg",Europe and North America,Germany,Madhya Pradesh,1994,0,,,Cultural,(iv)
356,Maulbronn Monastery Complex,Europe and North America,Germany,Delhi,1993,0,,,Cultural,(ii)(iv)
357,"Mines of Rammelsberg, Historic Town of Goslar and Upper Harz Water Management  System",Europe and North America,Germany,Wiltshire,1992,0,,,Cultural,(i)(ii)(iii)(iv)
358,Town of Bamberg,Europe and North America,Germany,Athens,1993,0,,,Cultural,(ii)(iv)
359,V”lklingen Ironworks,Europe and North America,Germany,Agra,1994,0,,,Cultural,(ii)(iv)
360,Messel Pit Fossil Site,Europe and North America,Germany,Wiltshire,1995,0,,,Natural,(viii)
361,"Bauhaus and its Sites in Weimar, Dessau and Bernau",Europe and North America,Germany,Tokyo,1996,0,,,Cultural,(ii)(iv)(vi)
362,Luther Memorials in Eisleben and Wittenberg,Europe and North America,Germany,Queensland,1996,0,,,Cultural,(iv)(vi)
363,Classical Weimar,Europe and North America,Germany,Tokyo,1998,0,,,Cultural,(iii)(vi)
364,"Museumsinsel (Museum Island), Berlin",Europe and North America,Germany,Arizona,1999,0,,,Cultural,(ii)(iv)
365,Wartburg Castle,Europe and North America,Germany,Delhi,1999,0,,,Cultural,(iii)(vi)
366,Monastic Island of Reichenau,Europe and North America,Germany,Giza,2000,0,,,Cultural,(iii)(iv)(vi)
367,Zollverein Coal Mine Industrial Complex in Essen,Europe and North America,Germany,Athens,2001,0,,,Cultural,(ii)(iii)
368,Upper Middle Rhine Valley,Europe and North America,Germany,Cusco,2002,0,,,Cultural,(ii)(iv)(v)
369,Historic Centres of Stralsund and Wismar,Europe and North America,Germany,Athens,2002,0,,,Cultural,(ii)(iv)
370,Town Hall and Roland on the Marketplace of Bremen,Europe and North America,Germany,Tokyo,2004,0,,,Cultural,(iii)(iv)(vi)
371,Old town of Regensburg with Stadtamhof,Europe and North America,Germany,Cusco,2006,0,,,Cultural,(ii)(iii)(iv)
372,Berlin Modernism Housing Estates,Europe and North America,Germany,Queensland,2008,0,,,Cultural,(ii)(iv)
373,Fagus Factory in Alfeld,Europe and North America,Germany,Queensland,2011,0,,,Cultural,(ii)(iv)
374,Margravial Opera House Bayreuth,Europe and North America,Germany,Uttar Pradesh,2012,0,,,Cultural,(i)(iv)
375,Bergpark Wilhelmsh”he,Europe and North America,Germany,Uttar Pradesh,2013,0,,,Cultural,(iii)(iv)
376,Carolingian Westwork and Civitas Corvey,Europe and North America,Germany,Athens,2014,0,,,Cultural,(ii)(iii)(iv)
377,Speicherstadt and Kontorhaus District with Chilehaus,Europe and North America,Germany,Delhi,2015,0,,,Cultural,(iv)
378,Naumburg Cathedral,Europe and North America,Germany,Athens,2018,0,,,Cultural,(i)(ii)
379,Caves and Ice Age Art in the Swabian Jura,Europe and North America,Germany,Uttar Pradesh,2017,0,,,Cultural,(iii)
380,Archaeological Border complex of Hedeby and the Danevirke,Europe and North America,Germany,Agra,2018,0,,,Cultural,(iii)(iv)
381,Water Management System of Augsburg,Europe and North America,Germany,Giza,2019,0,,,Cultural,(ii)(iv)
382,"Forts and Castles, Volta, Greater Accra, Central and Western Regions",Africa,Ghana,Uttar Pradesh,1979,0,,,Cultural,(vi)
383,Asante Traditional Buildings,Africa,Ghana,Wiltshire,1980,0,,,Cultural,(v)
384,Temple of Apollo Epicurius at Bassae,Europe and North America,Greece,Agra,1986,0,,,Cultural,(i)(ii)(iii)
385,Archaeological Site of Delphi,Europe and North America,Greece,Delhi,1987,0,,,Cultural,(i)(ii)(iii)(iv)(vi)
386,"Acropolis, Athens",Europe and North America,Greece,Delhi,1987,0,,,Cultural,(i)(ii)(iii)(iv)(vi)
387,Mount Athos,Europe and North America,Greece,Bangkok,1988,0,,,Mixed,(i)(ii)(iv)(v)(vi)(vii)
388,Meteora,Europe and North America,Greece,Queensland,1988,0,,,Mixed,(i)(ii)(iv)(v)(vii)
389,Paleochristian and Byzantine Monuments of Thessalonika,Europe and North America,Greece,Bangkok,1988,0,,,Cultural,(i)(ii)(iv)
390,Sanctuary of Asklepios at Epidaurus,Europe and North America,Greece,Madhya Pradesh,1988,0,,,Cultural,(i)(ii)(iii)(iv)(vi)
391,Medieval City of Rhodes,Europe and North America,Greece,Uttar Pradesh,1988,0,,,Cultural,(ii)(iv)(v)
392,Archaeological Site of Mystras,Europe and North America,Greece,Wiltshire,1989,0,,,Cultural,(ii)(iii)(iv)
393,Archaeological Site of Olympia,Europe and North America,Greece,Giza,1989,0,,,Cultural,(i)(ii)(iii)(iv)(vi)
394,Delos,Europe and North America,Greece,Giza,1990,0,,,Cultural,(ii)(iii)(iv)(vi)
395,"Monasteries of Daphni, Hosios Loukas and Nea Moni of Chios",Europe and North America,Greece,Ontario,1990,0,,,Cultural,(i)(iv)
396,Pythagoreion and Heraion of Samos,Europe and North America,Greece,Athens,1992,0,,,Cultural,(ii)(iii)
397,Archaeological Site of Aigai (modern name Vergina),Europe and North America,Greece,Delhi,1996,0,,,Cultural,(i)(iii)
398,Archaeological Sites of Mycenae and Tiryns,Europe and North America,Greece,Queensland,1999,0,,,Cultural,(i)(ii)(iii)(iv)(vi)
399,The Historic Centre (Chor ) with the Monastery of Saint-John the Theologian and the Cave of the Apocalypse on the Island of P tmos,Europe and North America,Greece,Athens,1999,0,,,Cultural,(iii)(iv)(vi)
400,Old Town of Corfu,Europe and North America,Greece,Cusco,2007,0,,,Cultural,(iv)
401,Archaeological Site of Philippi,Europe and North America,Greece,Athens,2016,0,,,Cultural,(iii)(iv)
402,Tikal National Park,Latin America and the Caribbean,Guatemala,Delhi,1979,0,,,Mixed,(i)(iii)(iv)(ix)(x)
403,Antigua Guatemala,Latin America and the Caribbean,Guatemala,Cusco,1979,0,,,Cultural,(ii)(iii)(iv)
404,Archaeological Park and Ruins of Quirigua,Latin America and the Caribbean,Guatemala,Giza,1981,0,,,Cultural,(i)(ii)(iv)
405,"National History Park ? Citadel, Sans Souci, Ramiers",Latin America and the Caribbean,Haiti,Athens,1982,0,,,Cultural,(iv)(vi)
406,Vatican City,Europe and North America,Holy See,Giza,1984,0,,,Cultural,(i)(ii)(iv)(vi)
407,Maya Site of Copan,Latin America and the Caribbean,Honduras,Tokyo,1980,0,,,Cultural,(iv)(vi)
408,R¡o Pl tano Biosphere Reserve,Latin America and the Caribbean,Honduras,Cusco,1982,1,Y 2011 P 1996-2007,2007,Natural,(vii)(viii)(ix)(x)
409,"Budapest, including the Banks of the Danube, the Buda Castle Quarter and Andr ssy Avenue",Europe and North America,Hungary,Agra,1987,0,,,Cultural,(ii)(iv)
410,Old Village of Holl¢k? and its Surroundings,Europe and North America,Hungary,Agra,1987,0,,,Cultural,(v)
411,Hortob gy National Park - the <i>Puszta</i>,Europe and North America,Hungary,Giza,1999,0,,,Cultural,(iv)(v)
412,Millenary Benedictine Abbey of Pannonhalma and its Natural Environment,Europe and North America,Hungary,Ontario,1996,0,,,Cultural,(iv)(vi)
413,Early Christian Necropolis of P‚cs (Sopianae),Europe and North America,Hungary,Arizona,2000,0,,,Cultural,(iii)(iv)
414,Tokaj Wine Region Historic Cultural Landscape,Europe and North America,Hungary,Arizona,2002,0,,,Cultural,(iii)(v)
415,?ingvellir National Park,Europe and North America,Iceland,Queensland,2004,0,,,Cultural,(iii)(vi)
416,Surtsey,Europe and North America,Iceland,Bangkok,2008,0,,,Natural,(ix)
417,Vatnaj”kull National Park - dynamic nature of fire and ice,Europe and North America,Iceland,Cusco,2019,0,,,Natural,(viii)
418,Red Fort Complex,Asia and the Pacific,India,Athens,2007,0,,,Cultural,(ii)(iii)(vi)
419,"Humayun's Tomb, Delhi",Asia and the Pacific,India,Uttar Pradesh,1993,0,,,Cultural,(ii)(iv)
420,"Qutb Minar and its Monuments, Delhi",Asia and the Pacific,India,Delhi,1993,0,,,Cultural,(iv)
421,Churches and Convents of Goa,Asia and the Pacific,India,Delhi,1986,0,,,Cultural,(ii)(iv)(vi)
422,Group of Monuments at Pattadakal,Asia and the Pacific,India,Ontario,1987,0,,,Cultural,(iii)(iv)
423,Khajuraho Group of Monuments,Asia and the Pacific,India,Arizona,1986,0,,,Cultural,(i)(iii)
424,Group of Monuments at Hampi,Asia and the Pacific,India,Queensland,1986,0,P 1999-2006,2006,Cultural,(i)(iii)(iv)
425,Ajanta Caves,Asia and the Pacific,India,Ontario,1983,0,,,Cultural,(i)(ii)(iii)(vi)
426,Ellora Caves,Asia and the Pacific,India,Madhya Pradesh,1983,0,,,Cultural,(i)(iii)(vi)
427,Elephanta Caves,Asia and the Pacific,India,Madhya Pradesh,1987,0,,,Cultural,(i)(iii)
428,"Sun Temple, Konƒrak",Asia and the Pacific,India,Tokyo,1984,0,,,Cultural,(i)(iii)(vi)
429,Hill Forts of Rajasthan,Asia and the Pacific,India,Ontario,2013,0,,,Cultural,(ii)(iii)
430,Group of Monuments at Mahabalipuram,Asia and the Pacific,India,Wiltshire,1984,0,,,Cultural,(i)(ii)(iii)(vi)
431,Great Living Chola Temples,Asia and the Pacific,India,Uttar Pradesh,1987,0,,,Cultural,(ii)(iii)
432,Agra Fort,Asia and the Pacific,India,Bangkok,1983,0,,,Cultural,(iii)
433,Taj Mahal,Asia and the Pacific,India,Agra,1983,0,,,Cultural,(i)
434,Fatehpur Sikri,Asia and the Pacific,India,Giza,1986,0,,,Cultural,(ii)(iii)(iv)
435,Nanda Devi and Valley of Flowers National Parks,Asia and the Pacific,India,Madhya Pradesh,1988,0,,,Natural,(vii)(x)
436,Kaziranga National Park,Asia and the Pacific,India,Queensland,1985,0,,,Natural,(ix)(x)
437,Manas Wildlife Sanctuary,Asia and the Pacific,India,Wiltshire,1985,0,P 1992-2011,2011,Natural,(vii)(ix)(x)
438,Keoladeo National Park,Asia and the Pacific,India,Arizona,1985,0,,,Natural,(x)
439,Sundarbans National Park,Asia and the Pacific,India,Wiltshire,1987,0,,,Natural,(ix)(x)
440,Buddhist Monuments at Sanchi,Asia and the Pacific,India,Wiltshire,1989,0,,,Cultural,(i)(ii)(iii)(iv)(vi)
441,"Rani-ki-Vav (the Queen?s Stepwell) at Patan, Gujarat",Asia and the Pacific,India,Giza,2014,0,,,Cultural,(i)(iv)
442,Rock Shelters of Bhimbetka,Asia and the Pacific,India,Tokyo,2003,0,,,Cultural,(iii)(v)
443,Mountain Railways of India,Asia and the Pacific,India,Tokyo,1999,0,,,Cultural,(ii)(iv)
444,Chhatrapati Shivaji Terminus (formerly Victoria Terminus),Asia and the Pacific,India,Tokyo,2004,0,,,Cultural,(ii)(iv)
445,Mahabodhi Temple Complex at Bodh Gaya,Asia and the Pacific,India,Tokyo,2002,0,,,Cultural,(i)(ii)(iii)(iv)(vi)
446,Champaner-Pavagadh Archaeological Park,Asia and the Pacific,India,Tokyo,2004,0,,,Cultural,(iii)(iv)(v)(vi)
447,"The Jantar Mantar, Jaipur",Asia and the Pacific,India,Cusco,2010,0,,,Cultural,(iii)(iv)
448,Western Ghats,Asia and the Pacific,India,Uttar Pradesh,2012,0,,,Natural,(ix)(x)
449,Great Himalayan National Park Conservation Area,Asia and the Pacific,India,Athens,2014,0,,,Natural,(x)
450,Victorian Gothic and Art Deco Ensembles of Mumbai,Asia and the Pacific,India,Agra,2018,0,,,Cultural,(ii)(iv)
451,"Archaeological Site of Nalanda Mahavihara at Nalanda, Bihar",Asia and the Pacific,India,Agra,2016,0,,,Cultural,(iv)(vi)
452,Khangchendzonga National Park,Asia and the Pacific,India,Cusco,2016,0,,,Mixed,(iii)(vi)(vii)(x)
453,Historic City of Ahmadabad,Asia and the Pacific,India,Madhya Pradesh,2017,0,,,Cultural,(ii)(v)
454,"Jaipur City, Rajasthan",Asia and the Pacific,India,Wiltshire,2019,0,,,Cultural,(ii)(iv)(vi)
455,Borobudur Temple Compounds,Asia and the Pacific,Indonesia,Madhya Pradesh,1991,0,,,Cultural,(i)(ii)(vi)
456,Sangiran Early Man Site,Asia and the Pacific,Indonesia,Delhi,1996,0,,,Cultural,(iii)(vi)
457,Ujung Kulon National Park,Asia and the Pacific,Indonesia,Wiltshire,1991,0,,,Natural,(vii)(x)
458,Komodo National Park,Asia and the Pacific,Indonesia,Athens,1991,0,,,Natural,(vii)(x)
459,Prambanan Temple Compounds,Asia and the Pacific,Indonesia,Agra,1991,0,,,Cultural,(i)(iv)
460,Lorentz National Park,Asia and the Pacific,Indonesia,Wiltshire,1999,0,,,Natural,(viii)(ix)(x)
461,Tropical Rainforest Heritage of Sumatra,Asia and the Pacific,Indonesia,Tokyo,2004,1,Y 2011,,Natural,(vii)(ix)(x)
462,Cultural Landscape of Bali Province: the <em>Subak</em> System as a Manifestation of the <em>Tri Hita Karana</em> Philosophy,Asia and the Pacific,Indonesia,Queensland,2012,0,,,Cultural,(ii)(iii)(v)(vi)
