ID_NO,Name_en,Region,Country,Location,Date_inscribed,Danger,Endangered Year,ÿDate_end,ÿCategory,ÿCriterion
912,Sacred City of Anuradhapura,Asia and the Pacific,Sri Lanka,Ontario,1982,0,,,Cultural,(ii)(iii)(vi)
913,Ancient City of Polonnaruwa,Asia and the Pacific,Sri Lanka,Arizona,1982,0,,,Cultural,(i)(iii)(vi)
914,Ancient City of Sigiriya,Asia and the Pacific,Sri Lanka,Arizona,1982,0,,,Cultural,(ii)(iii)(iv)
915,Sinharaja Forest Reserve,Asia and the Pacific,Sri Lanka,Queensland,1988,0,,,Natural,(ix)(x)
916,Sacred City of Kandy,Asia and the Pacific,Sri Lanka,Bangkok,1988,0,,,Cultural,(iv)(vi)
917,Old Town of Galle and its Fortifications,Asia and the Pacific,Sri Lanka,Cusco,1988,0,,,Cultural,(iv)
918,Golden Temple of Dambulla,Asia and the Pacific,Sri Lanka,Athens,1991,0,,,Cultural,(i)(vi)
919,Central Highlands of Sri Lanka,Asia and the Pacific,Sri Lanka,Uttar Pradesh,2010,0,,,Natural,(ix)(x)
920,Sanganeb Marine National Park and Dungonab Bay ? Mukkawar Island Marine National Park,Arab States,Sudan,Delhi,2016,0,,,Natural,(vii)(ix)(x)
921,Gebel Barkal and the Sites of the Napatan Region,Arab States,Sudan,Delhi,2003,0,,,Cultural,(i)(ii)(iii)(iv)(vi)
922,Archaeological Sites of the Island of Meroe,Arab States,Sudan,Ontario,2011,0,,,Cultural,(ii)(iii)(iv)(v)
923,Historic Inner City of Paramaribo,Latin America and the Caribbean,Suriname,Arizona,2002,0,,,Cultural,(ii)(iv)
924,Central Suriname Nature Reserve,Latin America and the Caribbean,Suriname,Queensland,2000,0,,,Natural,(ix)(x)
925,Birka and Hovg†rden,Europe and North America,Sweden,Ontario,1993,0,,,Cultural,(iii)(iv)
926,Engelsberg Ironworks,Europe and North America,Sweden,Madhya Pradesh,1993,0,,,Cultural,(iv)
927,Rock Carvings in Tanum,Europe and North America,Sweden,Madhya Pradesh,1994,0,,,Cultural,(i)(iii)(iv)
928,Skogskyrkog†rden,Europe and North America,Sweden,Tokyo,1994,0,,,Cultural,(ii)(iv)
929,Royal Domain of Drottningholm,Europe and North America,Sweden,Ontario,1991,0,,,Cultural,(iv)
930,Hanseatic Town of Visby,Europe and North America,Sweden,Wiltshire,1995,0,,,Cultural,(iv)(v)
931,"Church Town of Gammelstad, Lule† ",Europe and North America,Sweden,Uttar Pradesh,1996,0,,,Cultural,(ii)(iv)(v)
932,Laponian Area,Europe and North America,Sweden,Bangkok,1996,0,,,Mixed,(iii)(v)(vii)(viii)(ix)
933,Naval Port of Karlskrona,Europe and North America,Sweden,Agra,1998,0,,,Cultural,(ii)(iv)
934,Agricultural Landscape of Southern ™land,Europe and North America,Sweden,Giza,2000,0,,,Cultural,(iv)(v)
935,Mining Area of the Great Copper Mountain in Falun,Europe and North America,Sweden,Madhya Pradesh,2001,0,,,Cultural,(ii)(iii)(v)
936,"Grimeton Radio Station, Varberg",Europe and North America,Sweden,Queensland,2004,0,,,Cultural,(ii)(iv)
937,Decorated Farmhouses of H„lsingland,Europe and North America,Sweden,Wiltshire,2012,0,,,Cultural,(v)
938,Old City of Berne,Europe and North America,Switzerland,Arizona,1983,0,,,Cultural,(iii)
939,Abbey of St Gall,Europe and North America,Switzerland,Wiltshire,1983,0,,,Cultural,(ii)(iv)
940,Benedictine Convent of St John at Mstair,Europe and North America,Switzerland,Wiltshire,1983,0,,,Cultural,(iii)
941,"Three Castles, Defensive Wall and Ramparts of the Market-Town of Bellinzona",Europe and North America,Switzerland,Giza,2000,0,,,Cultural,(iv)
942,Swiss Alps Jungfrau-Aletsch,Europe and North America,Switzerland,Tokyo,2001,0,,,Natural,(vii)(viii)(ix)
943,Swiss Tectonic Arena Sardona,Europe and North America,Switzerland,Tokyo,2008,0,,,Natural,(viii)
944,"Lavaux, Vineyard Terraces",Europe and North America,Switzerland,Tokyo,2007,0,,,Cultural,(iii)(iv)(v)
945,"La Chaux-de-Fonds / Le Locle, Watchmaking Town Planning",Europe and North America,Switzerland,Tokyo,2009,0,,,Cultural,(iv)
946,Ancient City of Damascus,Arab States,Syrian Arab Republic,Tokyo,1979,1,Y 2013,,Cultural,(i)(ii)(iii)(iv)(vi)
947,Ancient City of Aleppo,Arab States,Syrian Arab Republic,Cusco,1986,1,Y 2013,,Cultural,(iii)(iv)
948,Ancient City of Bosra,Arab States,Syrian Arab Republic,Uttar Pradesh,1980,1,Y 2013,,Cultural,(i)(iii)(vi)
949,Site of Palmyra,Arab States,Syrian Arab Republic,Athens,1980,1,Y 2013,,Cultural,(i)(ii)(iv)
950,Crac des Chevaliers and Qal?at Salah El-Din,Arab States,Syrian Arab Republic,Agra,2006,1,Y 2013,,Cultural,(ii)(iv)
951,Ancient Villages of Northern Syria,Arab States,Syrian Arab Republic,Agra,2011,1,Y 2013,,Cultural,(iii)(iv)(v)
952,Proto-urban Site of Sarazm,Asia and the Pacific,Tajikistan,Cusco,2010,0,,,Cultural,(ii)(iii)
953,Tajik National Park (Mountains of the Pamirs),Asia and the Pacific,Tajikistan,Madhya Pradesh,2013,0,,,Natural,(vii)(viii)
954,Historic Town of Sukhothai and Associated Historic Towns,Asia and the Pacific,Thailand,Wiltshire,1991,0,,,Cultural,(i)(iii)
955,Ban Chiang Archaeological Site,Asia and the Pacific,Thailand,Madhya Pradesh,1992,0,,,Cultural,(iii)
956,Historic City of Ayutthaya,Asia and the Pacific,Thailand,Delhi,1991,0,,,Cultural,(iii)
957,Dong Phayayen-Khao Yai Forest Complex,Asia and the Pacific,Thailand,Wiltshire,2005,0,,,Natural,(x)
958,Thungyai-Huai Kha Khaeng Wildlife Sanctuaries,Asia and the Pacific,Thailand,Athens,1991,0,,,Natural,(vii)(ix)(x)
959,"Koutammakou, the Land of the Batammariba",Africa,Togo,Agra,2004,0,,,Cultural,(v)(vi)
960,Ichkeul National Park,Arab States,Tunisia,Wiltshire,1980,0,P 1996-2006,2006,Natural,(x)
961,Medina of Tunis,Arab States,Tunisia,Tokyo,1979,0,,,Cultural,(ii)(iii)(v)
962,Archaeological Site of Carthage,Arab States,Tunisia,Queensland,1979,0,,,Cultural,(ii)(iii)(vi)
963,Amphitheatre of El Jem,Arab States,Tunisia,Tokyo,1979,0,,,Cultural,(iv)(vi)
964,Punic Town of Kerkuane and its Necropolis,Arab States,Tunisia,Arizona,1985,0,,,Cultural,(iii)
965,Medina of Sousse,Arab States,Tunisia,Delhi,1988,0,,,Cultural,(iii)(iv)(v)
966,Kairouan,Arab States,Tunisia,Giza,1988,0,,,Cultural,(i)(ii)(iii)(v)(vi)
967,Dougga / Thugga,Arab States,Tunisia,Athens,1997,0,,,Cultural,(ii)(iii)
968,Historic Areas of Istanbul,Europe and North America,Turkey,Cusco,1985,0,,,Cultural,(i)(ii)(iii)(iv)
969,G”reme National Park and the Rock Sites of Cappadocia,Europe and North America,Turkey,Athens,1985,0,,,Mixed,(i)(iii)(v)(vii)
970,Great Mosque and Hospital of Divri?i,Europe and North America,Turkey,Tokyo,1985,0,,,Cultural,(i)(iv)
971,Hattusha: the Hittite Capital,Europe and North America,Turkey,Cusco,1986,0,,,Cultural,(i)(ii)(iii)(iv)
972,Nemrut Da?,Europe and North America,Turkey,Queensland,1987,0,,,Cultural,(i)(iii)(iv)
973,Xanthos-Letoon,Europe and North America,Turkey,Queensland,1988,0,,,Cultural,(ii)(iii)
974,Hierapolis-Pamukkale,Europe and North America,Turkey,Uttar Pradesh,1988,0,,,Mixed,(iii)(iv)(vii)
975,City of Safranbolu,Europe and North America,Turkey,Uttar Pradesh,1994,0,,,Cultural,(ii)(iv)(v)
976,Archaeological Site of Troy,Europe and North America,Turkey,Athens,1998,0,,,Cultural,(ii)(iii)(vi)
977,Ephesus,Europe and North America,Turkey,Delhi,2015,0,,,Cultural,(iii)(iv)(vi)
978,Selimiye Mosque and its Social Complex,Europe and North America,Turkey,Athens,2011,0,,,Cultural,(i)(iv)
979,Neolithic Site of €atalh”yk,Europe and North America,Turkey,Uttar Pradesh,2012,0,,,Cultural,(iii)(iv)
980,Bursa and Cumal?k?z?k: the Birth of the Ottoman Empire,Europe and North America,Turkey,Agra,2014,0,,,Cultural,(i)(ii)(iv)(vi)
981,Pergamon and its Multi-Layered Cultural Landscape,Europe and North America,Turkey,Giza,2014,0,,,Cultural,(i)(ii)(iii)(iv)(vi)
982,Diyarbak?r Fortress and Hevsel Gardens Cultural Landscape,Europe and North America,Turkey,Uttar Pradesh,2015,0,,,Cultural,(iv)
983,Archaeological Site of Ani,Europe and North America,Turkey,Wiltshire,2016,0,,,Cultural,(ii)(iii)(iv)
984,Aphrodisias,Europe and North America,Turkey,Agra,2017,0,,,Cultural,(ii)(iii)(iv)(vi)
985,G”bekli Tepe,Europe and North America,Turkey,Delhi,2018,0,,,Cultural,(i)(ii)(iv)
986,State Historical and Cultural Park ?Ancient Merv?,Asia and the Pacific,Turkmenistan,Delhi,1999,0,,,Cultural,(ii)(iii)
987,Kunya-Urgench,Asia and the Pacific,Turkmenistan,Bangkok,2005,0,,,Cultural,(ii)(iii)
988,Parthian Fortresses of Nisa,Asia and the Pacific,Turkmenistan,Queensland,2007,0,,,Cultural,(ii)(iii)
989,Bwindi Impenetrable National Park,Africa,Uganda,Bangkok,1994,0,,,Natural,(vii)(x)
990,Rwenzori Mountains National Park,Africa,Uganda,Madhya Pradesh,1994,0,P 1999-2004,2004,Natural,(vii)(x)
991,Tombs of Buganda Kings at Kasubi,Africa,Uganda,Uttar Pradesh,2001,1,Y 2010,,Cultural,(i)(iii)(iv)(vi)
992,"Kiev: Saint-Sophia Cathedral and Related Monastic Buildings, Kiev-Pechersk Lavra",Europe and North America,Ukraine,Wiltshire,1990,0,,,Cultural,(i)(ii)(iii)(iv)
993,L'viv ? the Ensemble of the Historic Centre,Europe and North America,Ukraine,Giza,1998,0,,,Cultural,(ii)(v)
994,Residence of Bukovinian and Dalmatian Metropolitans,Europe and North America,Ukraine,Giza,2011,0,,,Cultural,(ii)(iii)(iv)
995,Ancient City of Tauric Chersonese and its Chora,Europe and North America,Ukraine,Ontario,2013,0,,,Cultural,(ii)(v)
996,"Cultural Sites of Al Ain (Hafit, Hili, Bidaa Bint Saud and Oases Areas)",Arab States,United Arab Emirates,Athens,2011,0,,,Cultural,(iii)(iv)(v)
997,Giant's Causeway and Causeway Coast,Europe and North America,United Kingdom of Great Britain and Northern Ireland,Delhi,1986,0,,,Natural,(vii)(viii)
998,Durham Castle and Cathedral,Europe and North America,United Kingdom of Great Britain and Northern Ireland,Queensland,1986,0,,,Cultural,(ii)(iv)(vi)
999,Ironbridge Gorge,Europe and North America,United Kingdom of Great Britain and Northern Ireland,Athens,1986,0,,,Cultural,(i)(ii)(iv)(vi)
1000,Studley Royal Park including the Ruins of Fountains Abbey,Europe and North America,United Kingdom of Great Britain and Northern Ireland,Cusco,1986,0,,,Cultural,(i)(iv)
1001,"Stonehenge, Avebury and Associated Sites",Europe and North America,United Kingdom of Great Britain and Northern Ireland,Athens,1986,0,,,Cultural,(i)(ii)(iii)
1002,Castles and Town Walls of King Edward in Gwynedd,Europe and North America,United Kingdom of Great Britain and Northern Ireland,Delhi,1986,0,,,Cultural,(i)(iii)(iv)
1003,St Kilda,Europe and North America,United Kingdom of Great Britain and Northern Ireland,Cusco,1986,0,,,Mixed,(iii)(v)(vii)(ix)(x)
1004,The English Lake District,Europe and North America,United Kingdom of Great Britain and Northern Ireland,Giza,2017,0,,,Cultural,(ii)(v)(vi)
1005,Blenheim Palace,Europe and North America,United Kingdom of Great Britain and Northern Ireland,Athens,1987,0,,,Cultural,(ii)(iv)
1006,Palace of Westminster and Westminster Abbey including Saint Margaret?s Church,Europe and North America,United Kingdom of Great Britain and Northern Ireland,Giza,1987,0,,,Cultural,(i)(ii)(iv)
1007,City of Bath,Europe and North America,United Kingdom of Great Britain and Northern Ireland,Tokyo,1987,0,,,Cultural,(i)(ii)(iv)
1008,New Lanark,Europe and North America,United Kingdom of Great Britain and Northern Ireland,Cusco,2001,0,,,Cultural,(ii)(iv)(vi)
1009,Henderson Island,Europe and North America,United Kingdom of Great Britain and Northern Ireland,Agra,1988,0,,,Natural,(vii)(x)
1010,Tower of London,Europe and North America,United Kingdom of Great Britain and Northern Ireland,Agra,1988,0,,,Cultural,(ii)(iv)
1011,"Canterbury Cathedral, St Augustine's Abbey, and St Martin's Church",Europe and North America,United Kingdom of Great Britain and Northern Ireland,Giza,1988,0,,,Cultural,(i)(ii)(vi)
1012,Heart of Neolithic Orkney,Europe and North America,United Kingdom of Great Britain and Northern Ireland,Ontario,1999,0,,,Cultural,(i)(ii)(iii)(iv)
1013,Old and New Towns of Edinburgh,Europe and North America,United Kingdom of Great Britain and Northern Ireland,Arizona,1995,0,,,Cultural,(ii)(iv)
1014,Gough and Inaccessible Islands,Europe and North America,United Kingdom of Great Britain and Northern Ireland,Arizona,1995,0,,,Natural,(vii)(x)
1015,Maritime Greenwich,Europe and North America,United Kingdom of Great Britain and Northern Ireland,Queensland,1997,0,,,Cultural,(i)(ii)(iv)(vi)
1016,"Historic Town of St George and Related Fortifications, Bermuda",Europe and North America,United Kingdom of Great Britain and Northern Ireland,Bangkok,2000,0,,,Cultural,(iv)
1017,Blaenavon Industrial Landscape,Europe and North America,United Kingdom of Great Britain and Northern Ireland,Cusco,2000,0,,,Cultural,(iii)(iv)
1018,Saltaire,Europe and North America,United Kingdom of Great Britain and Northern Ireland,Athens,2001,0,,,Cultural,(ii)(iv)
1019,Dorset and East Devon Coast,Europe and North America,United Kingdom of Great Britain and Northern Ireland,Uttar Pradesh,2001,0,,,Natural,(viii)
1020,Derwent Valley Mills,Europe and North America,United Kingdom of Great Britain and Northern Ireland,Delhi,2001,0,,,Cultural,(ii)(iv)
1021,"Royal Botanic Gardens, Kew",Europe and North America,United Kingdom of Great Britain and Northern Ireland,Delhi,2003,0,,,Cultural,(ii)(iii)(iv)
1022,Liverpool ? Maritime Mercantile City,Europe and North America,United Kingdom of Great Britain and Northern Ireland,Ontario,2004,1,Y 2012,,Cultural,(ii)(iii)(iv)
1023,Cornwall and West Devon Mining Landscape,Europe and North America,United Kingdom of Great Britain and Northern Ireland,Arizona,2006,0,,,Cultural,(ii)(iii)(iv)
1024,Pontcysyllte Aqueduct and Canal,Europe and North America,United Kingdom of Great Britain and Northern Ireland,Queensland,2009,0,,,Cultural,(i)(ii)(iv)
1025,The Forth Bridge,Europe and North America,United Kingdom of Great Britain and Northern Ireland,Ontario,2015,0,,,Cultural,(i)(iv)
1026,Gorham's Cave Complex,Europe and North America,United Kingdom of Great Britain and Northern Ireland,Madhya Pradesh,2016,0,,,Cultural,(iii)
1027,Jodrell Bank Observatory,Europe and North America,United Kingdom of Great Britain and Northern Ireland,Madhya Pradesh,2019,0,,,Cultural,(i)(ii)(iv)(vi)
1028,Ngorongoro Conservation Area,Africa,United Republic of Tanzania,Tokyo,1979,0,P 1984-1989,1989,Mixed,(iv)(vii)(viii)(ix)(x)
1029,Ruins of Kilwa Kisiwani and Ruins of Songo Mnara,Africa,United Republic of Tanzania,Ontario,1981,0,P 2004-2014,2014,Cultural,(iii)
1030,Serengeti National Park,Africa,United Republic of Tanzania,Wiltshire,1981,0,,,Natural,(vii)(x)
1031,Stone Town of Zanzibar,Africa,United Republic of Tanzania,Uttar Pradesh,2000,0,,,Cultural,(ii)(iii)(vi)
1032,Selous Game Reserve,Africa,United Republic of Tanzania,Bangkok,1982,1,Y 2014,,Natural,(ix)(x)
1033,Kilimanjaro National Park,Africa,United Republic of Tanzania,Agra,1987,0,,,Natural,(vii)
1034,Kondoa Rock-Art Sites,Africa,United Republic of Tanzania,Giza,2006,0,,,Cultural,(iii)(vi)
1035,Mesa Verde National Park,Europe and North America,United States of America,Madhya Pradesh,1978,0,,,Cultural,(iii)
1036,Yellowstone National Park,Europe and North America,United States of America,Queensland,1978,0,P 1995-2003,2003,Natural,(vii)(viii)(ix)(x)
1037,Grand Canyon National Park,Europe and North America,United States of America,Wiltshire,1979,0,,,Natural,(vii)(viii)(ix)(x)
1038,Everglades National Park,Europe and North America,United States of America,Arizona,1979,1,Y 2010 P 1993-2007,2007,Natural,(viii)(ix)(x)
1039,Independence Hall,Europe and North America,United States of America,Wiltshire,1979,0,,,Cultural,(vi)
1040,Redwood National and State Parks,Europe and North America,United States of America,Wiltshire,1980,0,,,Natural,(vii)(ix)
1041,Mammoth Cave National Park,Europe and North America,United States of America,Giza,1981,0,,,Natural,(vii)(viii)(x)
1042,Olympic National Park,Europe and North America,United States of America,Tokyo,1981,0,,,Natural,(vii)(ix)
1043,Cahokia Mounds State Historic Site,Europe and North America,United States of America,Tokyo,1982,0,,,Cultural,(iii)(iv)
1044,Great Smoky Mountains National Park,Europe and North America,United States of America,Tokyo,1983,0,,,Natural,(vii)(viii)(ix)(x)
1045,La Fortaleza and San Juan National Historic Site in Puerto Rico,Europe and North America,United States of America,Tokyo,1983,0,,,Cultural,(vi)
1046,Statue of Liberty,Europe and North America,United States of America,Tokyo,1984,0,,,Cultural,(i)(vi)
1047,Yosemite National Park,Europe and North America,United States of America,Cusco,1984,0,,,Natural,(vii)(viii)
1048,Chaco Culture,Europe and North America,United States of America,Uttar Pradesh,1987,0,,,Cultural,(iii)
1049,Hawaii Volcanoes National Park,Europe and North America,United States of America,Athens,1987,0,,,Natural,(viii)
1050,Monticello and the University of Virginia in Charlottesville,Europe and North America,United States of America,Agra,1987,0,,,Cultural,(i)(iv)(vi)
1051,Taos Pueblo,Europe and North America,United States of America,Agra,1992,0,,,Cultural,(iv)
1052,Carlsbad Caverns National Park,Europe and North America,United States of America,Cusco,1995,0,,,Natural,(vii)(viii)
1053,Papah?naumoku?kea,Europe and North America,United States of America,Madhya Pradesh,2010,0,,,Mixed,(iii)(vi)(viii)(ix)(x)
1054,Monumental Earthworks of Poverty Point,Europe and North America,United States of America,Wiltshire,2014,0,,,Cultural,(iii)
1055,San Antonio Missions,Europe and North America,United States of America,Madhya Pradesh,2015,0,,,Cultural,(ii)
1056,The 20th-Century Architecture of Frank Lloyd Wright,Europe and North America,United States of America,Delhi,2019,0,,,Cultural,(ii)
1057,Historic Quarter of the City of Colonia del Sacramento,Latin America and the Caribbean,Uruguay,Wiltshire,1995,0,,,Cultural,(iv)
1058,Fray Bentos Industrial Landscape,Latin America and the Caribbean,Uruguay,Athens,2015,0,,,Cultural,(ii)(iv)
1059,Itchan Kala,Asia and the Pacific,Uzbekistan,Agra,1990,0,,,Cultural,(iii)(iv)(v)
1060,Historic Centre of Bukhara,Asia and the Pacific,Uzbekistan,Wiltshire,1993,0,,,Cultural,(ii)(iv)(vi)
1061,Samarkand  ? Crossroad of Cultures,Asia and the Pacific,Uzbekistan,Tokyo,2001,0,,,Cultural,(i)(ii)(iv)
1062,Historic Centre of Shakhrisyabz,Asia and the Pacific,Uzbekistan,Queensland,2000,1,Y 2016,,Cultural,(iii)(iv)
1063,Chief Roi Mata?s Domain,Asia and the Pacific,Vanuatu,Tokyo,2008,0,,,Cultural,(iii)(v)(vi)
1064,Coro and its Port,Latin America and the Caribbean,Venezuela (Bolivarian Republic of),Arizona,1993,1,Y 2005,,Cultural,(iv)(v)
1065,Canaima National Park,Latin America and the Caribbean,Venezuela (Bolivarian Republic of),Delhi,1994,0,,,Natural,(vii)(viii)(ix)(x)
1066,Ciudad Universitaria de Caracas,Latin America and the Caribbean,Venezuela (Bolivarian Republic of),Giza,2000,0,,,Cultural,(i)(iv)
1067,Ha Long Bay,Asia and the Pacific,Viet Nam,Athens,1994,0,,,Natural,(vii)(viii)
1068,Complex of Hu‚ Monuments,Asia and the Pacific,Viet Nam,Cusco,1993,0,,,Cultural,(iv)
1069,Hoi An Ancient Town,Asia and the Pacific,Viet Nam,Athens,1999,0,,,Cultural,(ii)(v)
1070,My Son Sanctuary,Asia and the Pacific,Viet Nam,Tokyo,1999,0,,,Cultural,(ii)(iii)
1071,Phong Nha-Ke Bang National Park,Asia and the Pacific,Viet Nam,Cusco,2003,0,,,Natural,(viii)(ix)(x)
1072,Central Sector of the Imperial Citadel of Thang Long - Hanoi,Asia and the Pacific,Viet Nam,Queensland,2010,0,,,Cultural,(ii)(iii)(vi)
1073,Citadel of the Ho Dynasty,Asia and the Pacific,Viet Nam,Queensland,2011,0,,,Cultural,(ii)(iv)
1074,Trang An Landscape Complex,Asia and the Pacific,Viet Nam,Uttar Pradesh,2014,0,,,Mixed,(v)(vii)(viii)
1075,Old Walled City of Shibam,Arab States,Yemen,Uttar Pradesh,1982,1,Y 2015,,Cultural,(iii)(iv)(v)
1076,Old City of Sana'a,Arab States,Yemen,Athens,1986,1,Y 2015,,Cultural,(iv)(v)(vi)
1077,Historic Town of Zabid,Arab States,Yemen,Delhi,1993,1,Y 2000,,Cultural,(ii)(iv)(vi)
1078,Socotra Archipelago,Arab States,Yemen,Athens,2008,0,,,Natural,(x)
1079,"Mana Pools National Park, Sapi and Chewore Safari Areas",Africa,Zimbabwe,Uttar Pradesh,1984,0,,,Natural,(vii)(ix)(x)
1080,Matobo Hills,Africa,Zimbabwe,Agra,2003,0,,,Cultural,(iii)(v)(vi)
1081,Great Zimbabwe National Monument,Africa,Zimbabwe,Giza,1986,0,,,Cultural,(i)(iii)(vi)
1082,Khami Ruins National Monument,Africa,Zimbabwe,Uttar Pradesh,1986,0,,,Cultural,(iii)(iv)
1083,Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe,Europe and North America,"Albania,Austria,Belgium,Bulgaria,Croatia,Germany,Italy,Romania,Slovakia,Slovenia,Spain,Ukraine",Wiltshire,2007,0,,,Natural,(ix)
1084,Natural and Cultural Heritage of the Ohrid region,Europe and North America,"Albania,North Macedonia",Agra,1979,0,,,Mixed,(i)(iii)(iv)(vii)
1085,"Qhapaq ¥an, Andean Road System",Latin America and the Caribbean,"Argentina,Bolivia (Plurinational State of),Chile,Colombia,Ecuador,Peru",Delhi,2014,0,,,Cultural,(ii)(iii)(iv)(vi)
1086,"Jesuit Missions of the Guaranis: San Ignacio Mini, Santa Ana, Nuestra Se¤ora de Loreto and Santa Maria Mayor (Argentina), Ruins of Sao Miguel das Missoes (Brazil)",Latin America and the Caribbean,"Argentina,Brazil",Delhi,1983,0,,,Cultural,(iv)
1087,Prehistoric Pile Dwellings around the Alps,Europe and North America,"Austria,France,Germany,Italy,Slovenia,Switzerland",Bangkok,2011,0,,,Cultural,(iv)(v)
1088,Fert” / Neusiedlersee Cultural Landscape,Europe and North America,"Austria,Hungary",Queensland,2001,0,,,Cultural,(v)
1089,Struve Geodetic Arc,Europe and North America,"Belarus,Estonia,Finland,Latvia,Lithuania,Norway,Republic of Moldova,Russian Federation,Sweden,Ukraine",Bangkok,2005,0,,,Cultural,(ii)(iv)(vi)
1090,Bia?owie?a Forest,Europe and North America,"Belarus,Poland",Madhya Pradesh,1979,0,,,Natural,(ix)(x)
1091,Belfries of Belgium and France,Europe and North America,"Belgium,France",Uttar Pradesh,1999,0,,,Cultural,(ii)(iv)
1092,"The Architectural Work of Le Corbusier, an Outstanding Contribution to the Modern Movement",Europe and North America,"Belgium,France,Germany,Switzerland,India,Japan,Argentina",Wiltshire,2016,0,,,Cultural,(i)(ii)(vi)
1093,W-Arly-Pendjari Complex,Africa,"Benin,Burkina Faso,Niger",Giza,1996,0,,,Natural,(ix)(x)
1094,Ste?ci Medieval Tombstone Graveyards,Europe and North America,"Bosnia and Herzegovina,Croatia,Serbia,Montenegro",Giza,2016,0,,,Cultural,(iii)(vi)
1095,Sangha Trinational,Africa,"Cameroon,Central African Republic,Congo",Ontario,2012,0,,,Natural,(ix)(x)
1096,Kluane / Wrangell-St. Elias / Glacier Bay / Tatshenshini-Alsek,Europe and North America,"Canada,United States of America",Athens,1979,0,,,Natural,(vii)(viii)(ix)(x)
1097,Waterton Glacier International Peace Park,Europe and North America,"Canada,United States of America",Delhi,1995,0,,,Natural,(vii)(ix)
1098,Silk Roads: the Routes Network of Chang'an-Tianshan Corridor,Asia and the Pacific,"China,Kazakhstan,Kyrgyzstan",Queensland,2014,0,,,Cultural,(ii)(iii)(v)(vi)
1099,Talamanca Range-La Amistad Reserves / La Amistad National Park,Latin America and the Caribbean,"Costa Rica,Panama",Athens,1983,0,,,Natural,(vii)(viii)(ix)(x)
1100,Mount Nimba Strict Nature Reserve,Africa,"C“te d'Ivoire,Guinea",Cusco,1981,1,Y 1992,,Natural,(ix)(x)
1101,Venetian Works of Defence between the 16th and 17th Centuries: <em>Stato da Terra</em> ? Western <em>Stato da Mar</em>,Europe and North America,"Croatia,Italy,Montenegro",Athens,2017,0,,,Cultural,(iii)(iv)
1102,Erzgebirge/Kru?noho?¡ Mining Region,Europe and North America,"Czechia,Germany",Delhi,2019,0,,,Cultural,(ii)(iii)(iv)
1103,Wadden Sea,Europe and North America,"Denmark,Germany,Netherlands",Cusco,2009,0,,,Natural,(viii)(ix)(x)
1104,High Coast / Kvarken Archipelago,Europe and North America,"Finland,Sweden",Giza,2000,0,,,Natural,(viii)
1105,Pyr‚n‚es - Mont Perdu,Europe and North America,"France,Spain",Athens,1997,0,,,Mixed,(iii)(iv)(v)(vii)(viii)
1106,Stone Circles of Senegambia,Africa,"Gambia (the),Senegal",Giza,2006,0,,,Cultural,(i)(iii)
1107,Muskauer Park / Park Mu?akowski,Europe and North America,"Germany,Poland",Tokyo,2004,0,,,Cultural,(i)(iv)
1108,Frontiers of the Roman Empire,Europe and North America,"Germany,United Kingdom of Great Britain and Northern Ireland",Cusco,1987,0,,,Cultural,(ii)(iii)(iv)
1109,"Historic Centre of Rome, the Properties of the Holy See in that City Enjoying Extraterritorial Rights and San Paolo Fuori le Mura",Europe and North America,"Holy See,Italy",Agra,1980,0,,,Cultural,(i)(ii)(iii)(iv)(vi)
1110,Caves of Aggtelek Karst and Slovak Karst,Europe and North America,"Hungary,Slovakia",Agra,1995,0,,,Natural,(viii)
1111,Monte San Giorgio,Europe and North America,"Italy,Switzerland",Giza,2003,0,,,Natural,(viii)
1112,Rhaetian Railway in the Albula / Bernina Landscapes,Europe and North America,"Italy,Switzerland",Ontario,2008,0,,,Cultural,(ii)(iv)
1113,Western Tien-Shan,Asia and the Pacific,"Kazakhstan,Kyrgyzstan,Uzbekistan",Arizona,2016,0,,,Natural,(x)
1114,Maloti-Drakensberg Park,Africa,"Lesotho,South Africa",Arizona,2000,0,,,Mixed,(i)(iii)(vii)(x)
1115,Curonian Spit,Europe and North America,"Lithuania,Russian Federation",Queensland,2000,0,,,Cultural,(v)
1116,Wooden <em>Tserkvas</em> of the Carpathian Region in Poland and Ukraine,Europe and North America,"Poland,Ukraine",Bangkok,2013,0,,,Cultural,(iii)(iv)
1117,Prehistoric Rock Art Sites in the C“a Valley and Siega Verde,Europe and North America,"Portugal,Spain",Cusco,1998,0,,,Cultural,(i)(iii)
1118,Uvs Nuur Basin,"Europe and North America,Asia and the Pacific","Russian Federation,Mongolia",Athens,2003,0,,,Natural,(ix)(x)
1119,Landscapes of Dauria,"Europe and North America,Asia and the Pacific","Russian Federation,Mongolia",Uttar Pradesh,2017,0,,,Natural,(ix)(x)
1120,Heritage of Mercury. Almad‚n and Idrija,Europe and North America,"Slovenia,Spain",Delhi,2012,0,,,Cultural,(ii)(iv)
1121,Mosi-oa-Tunya / Victoria Falls,Africa,"Zambia,Zimbabwe",Delhi,1989,0,,,Natural,(vii)(viii)
1122,,,,,,,,,,
1123,,,,,,,,,,
1124,,,,,,,,,,
1125,,,,,,,,,,
1126,,,,,,,,,,
1127,,,,,,,,,,
1128,,,,,,,,,,
1129,,,,,,,,,,
1130,,,,,,,,,,
1131,,,,,,,,,,
1132,,,,,,,,,,
1133,,,,,,,,,,
